 901  901  901  258 0 0 0 0 0 0 0
 880  901  899  272 258 0 0 0 0 0 0
 860  901  907  306 371 66 0 0 0 0 0
 837  901  909  284 427 155 0 0 0 0 0
 822  899  913  320 425 222 7 0 0 0 0
 790  897  895  301 393 294 20 0 0 0 0
 771  892  898  289 345 354 30 0 0 0 0
 759  888  896  290 316 379 49 0 0 0 0
 736  882  886  299 285 382 78 0 0 0 0
 719  876  894  286 252 407 91 0 0 0 0
 708  869  908  299 242 401 112 2 0 0 0
 687  866  898  278 213 406 131 3 0 0 0
 672  860  891  293 200 404 148 3 0 0 0
 659  856  879  301 195 387 160 9 0 0 0
 647  849  884  286 178 390 168 10 0 0 0
 636  847  877  291 170 377 186 12 0 0 0
 624  837  867  311 160 381 188 14 0 0 0
 619  828  877  295 155 358 212 11 0 0 0
 609  820  871  296 138 356 215 18 1 0 0
 603  816  875  279 146 341 216 24 1 0 0
 593  812  872  298 138 344 216 30 1 0 0
 584  806  865  292 145 321 230 31 1 0 0
 574  799  862  308 146 312 234 33 1 0 0
 561  796  862  277 133 303 244 35 1 0 0
 555  789  861  311 124 296 248 40 2 0 0
 543  786  858  274 120 283 256 44 2 0 0
 532  780  858  281 114 281 253 48 3 0 0
 519  779  851  273 109 266 260 49 3 0 0
 513  772  853  297 117 265 256 49 3 0 0
 510  768  863  274 113 261 253 51 3 0 0
 502  759  872  309 111 248 248 59 3 0 0
 494  753  876  297 105 252 236 66 3 0 0
 489  745  880  284 109 240 232 73 3 0 0
 485  742  880  295 97 238 238 77 2 0 0
 476  739  886  312 105 220 238 83 3 0 0
 466  733  886  289 113 201 246 84 2 0 0
 453  731  869  268 114 196 235 89 4 0 0
 444  726  862  271 104 204 223 94 4 0 0
 433  721  854  300 105 206 220 92 7 0 0
 422  714  841  306 100 202 218 98 8 0 0
 414  708  828  256 102 186 231 91 9 0 0
 407  705  829  289 103 190 223 92 11 0 0
 406  701  836  277 105 178 216 101 10 0 0
 402  695  844  300 102 179 216 99 8 0 0
 400  692  847  265 106 165 215 103 10 0 0
 393  688  839  251 99 165 215 104 9 0 0
 390  684  841  292 101 158 216 106 10 0 0
 385  679  847  273 105 160 207 108 11 0 0
 385  674  854  270 98 160 201 114 10 0 0
 381  672  858  278 99 152 196 118 12 0 0
 377  670  851  282 97 158 187 122 12 0 0
 373  669  862  273 92 148 198 116 13 0 0
 369  665  853  305 99 141 186 122 16 0 0
 365  659  847  285 95 136 187 124 17 0 0
 362  655  859  292 87 145 182 117 20 0 0
 357  655  867  276 83 142 177 123 18 0 0
 353  645  855  262 87 145 166 124 20 0 0
 348  641  853  284 87 137 175 116 26 0 0
 345  636  853  296 86 137 166 124 24 0 0
 339  631  850  286 83 129 171 122 25 0 0
 336  624  857  292 78 127 167 125 23 1 0
 332  618  863  297 74 128 168 123 23 1 0
 325  610  866  285 76 123 168 117 28 1 0
 320  609  859  270 80 117 161 121 30 0 0
 319  606  858  284 76 115 162 122 28 0 0
 315  602  872  256 70 111 165 119 30 1 0
 312  602  861  281 74 105 163 118 32 1 0
 309  600  867  309 78 102 157 121 33 1 0
 304  595  872  299 82 100 161 112 36 1 0
 301  588  872  278 84 97 145 128 34 1 0
 301  580  865  283 83 90 145 128 37 1 0
 297  577  871  279 86 89 153 121 36 1 0
 295  573  866  304 81 88 151 122 36 1 0
 291  568  861  276 81 85 148 124 39 1 0
 289  565  860  321 77 87 149 121 39 1 0
 287  561  857  262 75 87 143 126 37 1 0
 285  559  856  288 73 91 134 129 36 2 0
 284  559  860  261 74 92 130 126 42 1 0
 284  556  859  277 73 90 131 124 43 1 0
 282  550  853  270 72 88 131 125 42 1 0
 281  549  850  265 73 90 129 124 44 1 0
 277  548  843  281 76 85 132 119 46 1 0
 274  545  843  251 75 85 130 120 46 1 0
 274  543  844  264 71 85 134 115 46 1 0
 273  542  848  315 71 82 126 123 45 2 0
 269  540  849  283 71 81 124 124 45 2 0
 268  538  843  278 70 79 124 123 45 2 0
 267  535  839  262 68 82 118 127 44 2 0
 263  532  839  304 73 81 114 128 44 1 0
 259  531  845  311 69 81 114 128 43 1 0
 258  529  848  283 72 77 114 127 43 2 0
 254  526  831  265 64 80 118 122 47 2 0
 253  524  842  273 66 81 117 122 44 2 0
 247  523  844  272 65 84 110 125 43 3 0
 245  521  852  286 63 83 108 124 45 4 0
 243  518  846  265 64 82 105 121 46 5 0
 243  515  847  320 65 80 105 121 46 4 0
 240  510  856  269 63 74 105 120 50 4 0
 239  506  857  285 63 73 105 122 47 5 0
 235  505  855  261 59 72 101 126 46 6 0
 233  504  861  260 58 71 99 126 49 5 0
 232  502  862  293 61 71 100 119 54 4 0
 231  502  862  290 57 76 99 115 56 4 0
 228  500  850  255 55 78 96 113 57 5 0
 226  499  860  284 57 71 101 114 56 5 0
 224  497  863  255 59 68 100 119 53 5 0
 224  495  856  285 56 71 103 111 56 6 0
 222  491  855  263 57 69 106 111 53 7 0
 220  488  853  275 58 68 104 114 50 7 0
 220  487  850  288 59 69 102 108 54 8 0
 220  485  848  263 58 66 101 110 53 8 0
 216  481  846  297 58 70 98 109 52 8 0
 215  481  843  283 62 65 98 107 53 9 0
 214  480  851  264 61 66 94 111 53 8 0
 213  479  848  263 59 68 94 110 52 9 0
 212  478  850  258 59 64 95 113 49 9 0
 212  476  857  280 59 65 95 108 52 9 0
 211  473  862  279 56 68 93 105 54 10 0
 208  472  859  294 60 65 91 108 53 9 0
 206  471  859  270 56 67 88 110 53 9 0
 206  469  854  302 56 65 88 107 58 7 0
 205  467  848  269 54 69 86 106 56 7 0
 202  467  850  283 52 64 87 103 57 9 0
 199  465  848  290 55 60 90 99 59 9 0
 197  463  838  263 54 60 89 96 63 8 0
 195  461  841  306 53 60 85 97 61 10 0
 195  458  852  258 55 59 84 96 60 11 0
 193  453  848  281 54 60 83 97 60 11 0
 193  448  846  272 53 60 86 93 60 10 0
 191  446  840  287 53 57 89 88 61 11 0
 186  444  834  290 51 54 92 88 61 11 0
 185  440  830  262 51 56 85 90 60 13 0
 182  439  827  270 55 55 81 93 59 13 0
 182  438  832  280 54 56 82 87 62 13 0
 181  438  831  287 52 56 76 92 63 12 0
 180  437  821  268 53 59 75 89 59 15 0
 180  436  817  276 55 58 74 88 62 14 0
 178  434  824  271 54 60 70 88 60 16 0
 176  432  826  261 56 59 71 84 62 16 0
 175  428  826  287 54 59 68 86 62 16 0
 174  425  835  289 54 58 66 91 56 18 0
 174  425  838  293 54 57 63 87 63 16 0
 171  423  835  258 49 58 61 91 60 16 0
 170  422  844  302 43 60 63 87 60 17 0
 170  416  852  279 40 58 66 86 59 18 0
 169  416  861  264 43 55 65 84 61 18 0
 167  414  865  304 44 56 59 88 59 19 0
 166  409  859  267 41 59 59 87 58 19 0
 165  407  867  284 42 61 57 85 58 20 0
 164  406  865  298 42 60 58 82 59 20 0
 163  406  858  279 43 55 59 80 61 21 0
 163  404  863  279 42 58 59 80 59 20 0
 163  401  868  269 41 55 62 76 61 20 0
 161  401  875  298 39 54 63 76 58 22 0
 159  400  874  277 41 53 63 75 60 21 0
 158  399  867  320 40 55 58 76 58 23 0
 157  399  866  306 38 56 55 81 55 22 1
 155  398  857  282 45 52 56 78 56 22 1
 154  393  868  271 42 51 58 77 57 22 1
 154  391  869  311 42 55 56 73 59 22 1
 153  390  858  278 42 56 57 72 58 22 1
 153  390  855  267 41 55 58 70 60 21 1
 153  387  856  278 43 53 58 71 59 22 1
 152  384  852  262 44 50 60 71 57 23 2
 152  383  851  305 43 52 60 68 58 21 2
 150  383  846  262 44 53 55 68 60 22 2
 149  381  849  300 43 53 53 72 58 22 2
 148  377  842  256 41 50 57 68 58 24 1
 148  375  842  282 42 51 56 69 56 24 2
 148  373  834  260 41 50 54 71 57 24 1
 147  373  832  271 41 46 58 70 59 22 2
 147  372  832  275 42 47 58 68 60 22 1
 147  372  831  290 40 48 57 67 59 22 2
 146  371  825  273 41 45 58 66 58 25 2
 146  370  821  278 36 46 58 66 59 24 2
 145  370  822  258 34 45 59 65 59 25 2
 142  370  813  281 34 46 61 64 55 27 2
 141  368  812  289 34 45 60 67 55 25 2
 140  368  816  292 37 42 57 66 59 23 2
 140  367  812  279 39 39 59 65 59 23 2
 140  365  806  263 37 42 58 62 60 24 2
 140  364  806  260 37 40 59 64 58 24 2
 139  363  800  246 38 42 55 65 57 25 2
 139  363  801  267 36 41 56 64 59 24 2
 137  363  796  265 36 40 57 64 57 25 2
 137  361  795  258 37 38 60 61 59 23 3
 136  359  789  268 37 41 57 62 58 23 3
 136  358  779  278 37 43 55 61 58 23 4
 136  358  790  255 37 41 58 59 57 24 4
 134  358  780  247 39 42 54 59 59 23 4
 134  355  783  251 40 41 56 55 61 23 4
 133  355  790  280 38 41 55 56 62 23 4
 132  353  790  247 38 41 56 55 63 22 4
 131  352  796  283 37 41 56 55 63 22 4
