 901  901  901  203 0 0 0 0 0 0 0
 883  901  900  175 203 0 0 0 0 0 0
 872  901  906  175 298 36 0 0 0 0 0
 854  901  907  167 354 83 2 0 0 0 0
 841  900  906  181 372 130 4 0 0 0 0
 831  899  902  174 379 175 11 0 0 0 0
 819  899  904  193 360 224 20 0 0 0 0
 807  898  908  196 358 258 30 0 0 0 0
 795  896  911  165 354 287 46 0 0 0 0
 785  896  909  192 329 318 59 0 0 0 0
 779  896  917  194 286 361 67 1 0 0 0
 767  895  916  189 289 355 89 1 0 0 0
 759  893  914  198 269 359 112 2 0 0 0
 749  890  919  189 256 354 129 5 0 0 0
 739  887  925  166 237 361 140 8 0 0 0
 731  886  925  174 233 349 155 12 0 0 0
 720  880  934  184 212 356 163 15 0 0 0
 709  878  928  186 209 348 173 19 0 0 0
 692  873  919  191 198 343 186 19 0 0 0
 682  870  920  189 203 319 202 25 0 0 0
 676  864  925  184 197 318 205 30 1 0 0
 670  857  924  158 180 321 212 34 1 0 0
 660  855  929  200 169 325 209 40 1 0 0
 657  852  931  191 154 318 224 40 2 0 0
 648  848  932  181 151 311 222 46 2 0 0
 641  846  923  168 154 294 233 47 2 0 0
 637  841  922  184 140 295 235 52 2 0 0
 633  832  924  181 144 286 248 47 3 0 0
 628  829  924  176 135 280 245 55 4 0 0
 626  826  929  185 133 265 253 58 4 0 0
 616  822  922  174 128 258 251 65 4 0 0
 611  819  914  191 119 251 258 67 4 0 0
 607  811  920  192 125 237 251 81 3 0 0
 600  806  918  198 118 232 256 79 6 0 0
 597  801  930  192 116 223 258 84 6 0 0
 596  795  938  193 116 223 250 85 6 0 0
 594  790  949  193 117 219 242 94 6 0 0
 586  784  953  192 110 213 253 90 6 0 0
 581  778  951  190 107 214 241 97 8 0 0
 578  771  950  202 107 210 249 93 8 0 0
 576  761  952  207 94 228 228 99 9 0 0
 569  756  946  210 100 220 228 99 11 0 0
 562  752  941  200 105 215 222 101 13 0 0
 561  748  946  215 96 206 237 93 14 0 0
 554  744  943  176 101 187 239 98 17 0 0
 548  737  935  203 94 201 230 97 17 1 0
 542  730  936  176 82 212 222 99 20 0 0
 538  728  948  195 83 196 229 100 21 0 0
 532  725  946  202 89 183 228 107 19 1 0
 522  721  946  208 87 179 224 111 19 1 0
 520  715  950  223 90 175 221 105 23 1 0
 511  712  946  200 92 175 221 100 25 1 0
 508  708  951  196 96 172 213 104 24 1 0
 503  702  951  168 85 162 224 101 27 1 0
 498  699  943  206 82 162 223 98 30 1 0
 491  696  947  162 78 171 213 103 26 2 0
 488  693  941  202 77 162 215 107 25 2 0
 481  688  939  193 87 163 197 105 33 1 0
 479  682  939  172 80 154 197 111 31 1 0
 475  679  936  199 70 160 190 112 33 1 0
 474  671  953  193 74 148 184 120 31 3 0
 470  663  956  180 69 139 187 117 35 2 0
 468  659  963  186 67 132 188 118 37 1 0
 466  649  962  183 67 132 181 117 38 2 0
 466  641  962  190 71 132 183 120 34 1 0
 463  634  953  194 63 125 185 121 34 3 0
 459  631  953  194 65 120 187 114 37 3 0
 457  625  943  167 64 122 186 117 34 3 0
 455  620  939  207 62 120 180 122 35 3 0
 453  616  941  192 58 118 181 120 38 4 0
 449  610  944  200 56 118 183 119 37 4 0
 445  603  945  170 54 123 178 118 35 5 0
 443  596  948  179 54 113 184 115 38 5 0
 439  591  943  178 52 116 182 115 39 4 0
 433  584  944  192 46 120 178 118 36 4 0
 430  578  955  184 45 113 178 119 37 4 0
 427  575  956  176 39 119 173 116 40 4 0
 426  573  965  175 35 120 167 116 45 5 0
 420  564  962  215 34 112 173 116 45 5 0
 415  554  975  208 37 104 176 118 43 5 0
 413  550  976  200 40 102 167 124 44 3 0
 413  543  981  190 41 89 174 122 43 4 0
 411  541  987  186 43 90 168 118 45 5 0
 411  538  1000  206 51 91 154 121 46 5 0
 409  532  989  218 46 98 142 128 45 5 0
 406  525  986  195 44 93 153 120 47 4 0
 403  524  990  188 42 98 140 126 47 5 0
 402  522  991  218 40 99 137 131 46 4 0
 398  518  986  190 46 91 137 128 50 4 0
 397  517  981  178 46 82 146 129 46 5 0
 395  512  983  194 41 80 143 127 48 5 0
 394  509  980  203 44 79 138 129 48 5 0
 392  508  980  198 35 84 145 123 47 6 0
 387  506  975  198 32 84 145 126 45 6 0
 385  502  982  209 29 91 134 129 45 7 0
 383  499  984  198 29 88 135 125 49 6 0
 382  494  987  212 30 87 134 121 52 6 0
 380  491  993  206 36 81 135 116 52 6 0
 379  489  981  187 28 86 132 114 54 7 0
 377  486  979  210 27 88 130 112 55 7 0
 374  482  973  209 32 82 122 120 53 9 0
 373  480  968  201 28 82 124 116 52 10 0
 372  477  965  195 30 78 122 119 52 9 0
 371  471  970  192 27 78 118 118 54 11 0
