 901  901  901  229 0 0 0 0 0 0 0
 888  901  909  217 229 0 0 0 0 0 0
 870  901  913  252 314 60 0 0 0 0 0
 853  901  919  223 366 132 2 0 0 0 0
 841  901  926  239 372 186 16 0 0 0 0
 830  900  930  224 345 257 27 0 0 0 0
 818  900  933  244 320 309 37 1 0 0 0
 806  898  935  245 313 348 49 1 0 0 0
 788  895  932  232 300 369 68 3 0 0 0
 773  893  930  261 271 391 87 3 0 0 0
 758  891  934  245 253 391 112 5 0 0 0
 745  888  941  244 229 386 135 7 0 0 0
 731  883  953  206 217 382 157 6 2 0 0
 719  881  949  244 209 374 171 11 1 0 0
 709  877  947  218 208 348 198 12 1 0 0
 705  872  951  240 201 354 195 19 2 0 0
 691  870  949  244 180 340 213 23 1 0 0
 681  864  944  246 174 332 215 31 1 0 0
 672  856  942  240 172 311 236 35 1 0 0
 664  846  937  234 149 319 239 40 2 0 0
 656  838  943  223 136 325 231 49 2 0 0
 647  836  943  254 132 323 230 53 2 0 0
 632  825  933  239 133 308 233 59 3 0 0
 624  821  932  231 129 291 242 60 6 0 0
 617  817  945  239 115 288 245 62 5 0 0
 606  810  949  230 121 272 242 71 6 0 0
 594  802  943  215 120 269 242 72 6 0 0
 588  795  937  239 123 247 246 77 9 0 0
 578  788  923  231 125 242 244 78 10 0 0
 571  778  915  230 121 236 246 80 10 0 0
 564  776  911  226 113 245 230 85 12 0 0
 559  768  918  241 107 241 235 86 13 0 0
 554  765  923  239 104 231 231 96 11 0 0
 549  758  934  217 99 231 227 94 14 0 0
 547  753  942  220 98 213 235 97 16 0 0
 539  746  947  229 94 213 222 108 15 0 0
 534  733  942  232 101 205 214 113 15 0 0
 521  726  936  259 89 209 213 108 18 0 0
 516  722  940  233 84 207 204 118 16 0 0
 511  720  944  234 84 197 200 120 18 0 0
 501  713  949  247 79 187 200 120 20 0 0
 496  704  946  228 76 178 209 121 18 0 0
 492  690  951  229 70 169 206 126 18 0 0
 486  683  944  250 69 160 205 122 24 0 0
 485  671  960  227 66 147 213 123 22 0 0
 481  666  952  214 72 140 205 126 26 0 0
 480  661  956  251 67 141 203 122 29 0 0
 474  651  965  248 76 128 195 131 28 0 0
 470  644  968  242 76 120 191 126 32 1 0
 467  640  970  251 70 120 184 123 36 1 0
 464  636  977  246 64 116 188 120 38 2 0
 461  627  973  235 60 118 188 119 35 2 0
